Record_ID,City,Province,Healthcare_Facility_Name,Facility_Type,Public_or_Private,Number_of_Beds,Number_of_Doctors,Number_of_Nurses,Daily_Patient_Capacity,Emergency_Service,Average_Rating,
962,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 962,Hospital,Private,36,113,341,1590,No,4.4,
963,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 963,Clinic,Private,35,143,148,883,Yes,3.6,
964,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 964,Medical Center,Public,35,197,45,1849,No,2.8,
965,Karachi,Sindh,Karachi Healthcare Facility 965,Diagnostic Lab,Public,35,99,390,1418,Yes,2.7,
966,Faisalabad,Punjab,Faisalabad Healthcare Facility 966,Clinic,Public,34,223,28,705,Yes,3.3,
967,Karachi,Sindh,Karachi Healthcare Facility 967,Medical Center,Public,34,42,432,1994,No,3.2,
968,Gujranwala,Punjab,Gujranwala Healthcare Facility 968,Clinic,Private,33,59,317,187,No,4.5,
969,Quetta,Balochistan,Quetta Healthcare Facility 969,Diagnostic Lab,Public,33,180,370,86,No,2.6,
970,Sialkot,Punjab,Sialkot Healthcare Facility 970,Diagnostic Lab,Public,32,59,136,1540,Yes,4.9,
971,Hyderabad,Sindh,Hyderabad Healthcare Facility 971,Clinic,Public,31,113,522,1630,Yes,3.9,
972,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 972,Clinic,Private,31,11,95,78,No,4.3,
973,Lahore,Punjab,Lahore Healthcare Facility 973,Clinic,Public,31,195,599,1159,No,3.5,
974,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 974,Medical Center,Public,31,11,513,1104,Yes,4.3,
975,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 975,Clinic,Private,30,105,464,965,Yes,2.9,
976,Gujranwala,Punjab,Gujranwala Healthcare Facility 976,Clinic,Public,29,148,414,1370,Yes,2.5,
977,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 977,Diagnostic Lab,Public,28,61,516,464,No,4.8,
978,Multan,Punjab,Multan Healthcare Facility 978,Maternity Home,Public,26,79,202,1972,Yes,3.5,
979,Quetta,Balochistan,Quetta Healthcare Facility 979,Clinic,Private,24,211,11,1137,No,3.1,
980,Sialkot,Punjab,Sialkot Healthcare Facility 980,Medical Center,Private,23,135,343,1557,No,3.1,
981,Gujranwala,Punjab,Gujranwala Healthcare Facility 981,Clinic,Private,23,142,327,853,Yes,3.6,
982,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 982,Diagnostic Lab,Private,22,18,75,331,Yes,4.8,
983,Karachi,Sindh,Karachi Healthcare Facility 983,Diagnostic Lab,Private,21,24,105,672,No,2.6,
984,Multan,Punjab,Multan Healthcare Facility 984,Diagnostic Lab,Public,21,163,84,168,No,3.4,
985,Quetta,Balochistan,Quetta Healthcare Facility 985,Clinic,Private,21,181,175,1909,No,3.4,
986,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 986,Diagnostic Lab,Public,21,184,208,980,Yes,3.4,
987,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 987,Clinic,Public,20,231,378,1018,No,3.2,
988,Lahore,Punjab,Lahore Healthcare Facility 988,Hospital,Private,19,134,208,414,No,4.2,
989,Gujranwala,Punjab,Gujranwala Healthcare Facility 989,Hospital,Public,18,189,41,1533,Yes,3.8,
990,Hyderabad,Sindh,Hyderabad Healthcare Facility 990,Hospital,Private,17,260,255,331,No,4.4,
991,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 991,Maternity Home,Private,17,81,266,993,Yes,4.6,
992,Quetta,Balochistan,Quetta Healthcare Facility 992,Medical Center,Private,17,229,357,1011,No,3.5,
993,Sukkur,Sindh,Sukkur Healthcare Facility 993,Clinic,Public,17,66,494,1999,No,2.7,
994,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 994,Hospital,Public,16,184,417,1962,Yes,3.3,
995,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 995,Hospital,Private,15,136,337,1231,Yes,3.6,
996,Sukkur,Sindh,Sukkur Healthcare Facility 996,Maternity Home,Public,14,34,219,1857,No,2.8,
997,Multan,Punjab,Multan Healthcare Facility 997,Hospital,Public,11,291,568,639,No,3.5,
998,Multan,Punjab,Multan Healthcare Facility 998,Maternity Home,Public,11,115,508,439,Yes,4.1,
999,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 999,Diagnostic Lab,Private,11,100,146,746,Yes,3.2,
1000,Gujranwala,Punjab,Gujranwala Healthcare Facility 1000,Maternity Home,Public,10,71,303,1000,No,4.8,
